Sequence,Obstacle x,Obstacle y,Obstacle z,Lux,OptiTrack initial y rotation offset,Incl. Video
961,1.1869,2.1048,-0.51458,100,0.453785605518526,1
961,-0.16925,1.8846,0.67886,100,0.453785605518526,1
962,1.1869,2.1048,-0.51458,100,0.453785605518526,1
962,-0.16925,1.8846,0.67886,100,0.453785605518526,1
963,1.1869,2.1048,-0.51458,100,0.453785605518526,1
963,-0.16925,1.8846,0.67886,100,0.453785605518526,1
964,1.1869,2.1048,-0.51458,100,0.541052068118242,1
964,-0.16925,1.8846,0.67886,100,0.541052068118242,1
965,1.1869,2.1048,-0.51458,100,0.541052068118242,1
965,-0.16925,1.8846,0.67886,100,0.541052068118242,1
966,1.1869,2.1048,-0.51458,100,0.541052068118242,1
966,-0.16925,1.8846,0.67886,100,0.541052068118242,1
967,1.1869,2.1048,-0.51458,100,0.541052068118242,1
967,-0.16925,1.8846,0.67886,100,0.541052068118242,1
968,1.1869,2.1048,-0.51458,100,0.541052068118242,1
968,-0.16925,1.8846,0.67886,100,0.541052068118242,1
969,1.1869,2.1048,-0.51458,100,0.541052068118242,1
969,-0.16925,1.8846,0.67886,100,0.541052068118242,1
970,1.1869,2.1048,-0.51458,100,0.541052068118242,1
970,-0.16925,1.8846,0.67886,100,0.541052068118242,1
971,1.1869,2.1048,-0.51458,100,0.541052068118242,1
971,-0.16925,1.8846,0.67886,100,0.541052068118242,1
972,1.1869,2.1048,-0.51458,100,0.541052068118242,1
972,-0.16925,1.8846,0.67886,100,0.541052068118242,1
973,1.1869,2.1048,-0.51458,100,0.541052068118242,1
973,-0.16925,1.8846,0.67886,100,0.541052068118242,1
974,1.1869,2.1048,-0.51458,100,0.541052068118242,1
974,-0.16925,1.8846,0.67886,100,0.541052068118242,1
975,1.1869,2.1048,-0.51458,100,0.541052068118242,1
975,-0.16925,1.8846,0.67886,100,0.541052068118242,1
976,1.1869,2.1048,-0.51458,100,0.541052068118242,1
976,-0.16925,1.8846,0.67886,100,0.541052068118242,1
977,1.1869,2.1048,-0.51458,100,0.541052068118242,1
977,-0.16925,1.8846,0.67886,100,0.541052068118242,1
978,1.1869,2.1048,-0.51458,100,0.541052068118242,1
978,-0.16925,1.8846,0.67886,100,0.541052068118242,1
979,1.1869,2.1048,-0.51458,100,0.541052068118242,1
979,-0.16925,1.8846,0.67886,100,0.541052068118242,1
980,1.1869,2.1048,-0.51458,100,0.541052068118242,1
980,-0.16925,1.8846,0.67886,100,0.541052068118242,1
981,1.1869,2.1048,-0.51458,100,0.541052068118242,1
981,-0.16925,1.8846,0.67886,100,0.541052068118242,1
982,1.1869,2.1048,-0.51458,100,0.541052068118242,1
982,-0.16925,1.8846,0.67886,100,0.541052068118242,1
983,1.1869,2.1048,-0.51458,100,0.541052068118242,1
983,-0.16925,1.8846,0.67886,100,0.541052068118242,1
984,1.1869,2.1048,-0.51458,100,0.541052068118242,1
984,-0.16925,1.8846,0.67886,100,0.541052068118242,1
985,1.1869,2.1048,-0.51458,100,0.541052068118242,1
985,-0.16925,1.8846,0.67886,100,0.541052068118242,1
986,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
987,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
988,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
989,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
990,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
991,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
992,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
993,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
994,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
995,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
996,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
997,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
998,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
999,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1000,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1001,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1002,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1003,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1004,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1005,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1006,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1007,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1008,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1009,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1010,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1011,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1012,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1013,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1014,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1015,0.83774,2.1002,-0.21736,100,-1.44862327915529,0
1016,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1017,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1018,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1019,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1020,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1021,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1022,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1023,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1024,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1025,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1026,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1027,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1028,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1029,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1030,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1031,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1032,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1033,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1034,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1035,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1036,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1037,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1038,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1039,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1040,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1041,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1042,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1043,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1044,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1045,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1046,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1047,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1048,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1049,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1050,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1051,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1052,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1053,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1054,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1055,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1056,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1057,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1058,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1059,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1060,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1061,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1062,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1063,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1064,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1065,0.83774,2.1002,-0.21736,100,-1.44862327915529,0
1066,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1067,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1068,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1069,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1070,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1071,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1072,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1073,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1074,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1075,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1076,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1077,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1078,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1079,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1080,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1081,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1082,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1083,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1084,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1085,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1086,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1087,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1088,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1089,0.83774,2.1002,-0.21736,100,-1.44862327915529,1
1090,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1091,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1092,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1093,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1094,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1095,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1096,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1097,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1098,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1099,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1100,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1101,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1102,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1103,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1104,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1105,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1106,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1107,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1108,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1109,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1110,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1111,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1112,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1113,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1114,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1115,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1116,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1117,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1118,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1119,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1120,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1121,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1122,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1123,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1124,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1125,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1126,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1127,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1128,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1129,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1130,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1131,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1132,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1133,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1134,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1135,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1136,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1137,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1138,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1139,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1140,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1141,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1142,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1143,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1144,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1145,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1146,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1147,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1148,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1149,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1150,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1151,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1152,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1153,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1154,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1155,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1156,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1157,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1158,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1159,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1160,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1161,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1162,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1163,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1164,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1165,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1166,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1167,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1168,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1169,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1170,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1171,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1172,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1173,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1174,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1175,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1176,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1177,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1178,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1179,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1180,2.0996,-0.21722,0.00085,100,-1.44862327915529,1
1181,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1181,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1182,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1182,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1183,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1183,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1184,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1184,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1185,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1185,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1186,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1186,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1187,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1187,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1188,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1188,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1189,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1189,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1190,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1190,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1191,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1191,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1192,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1192,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1193,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1193,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1194,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1194,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1195,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1195,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1196,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1196,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1197,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1197,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1198,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1198,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1199,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1199,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1200,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1200,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1201,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1201,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1202,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1202,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1203,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1203,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1204,2.0996,-0.21722,0.00085,100,-0.733038285837618,1
1204,0.83805,2.0996,-0.21721,100,-0.733038285837618,1
1205,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1205,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1206,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1206,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1207,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1207,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1208,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1208,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1209,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1209,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1210,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1210,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1211,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1211,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1212,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1212,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1213,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1213,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1214,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1214,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1215,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1215,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1216,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1216,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1217,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1217,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1218,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1218,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1219,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1219,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1220,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1220,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1221,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1221,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1222,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1222,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1223,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1223,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1224,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1224,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1225,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1225,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1226,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1226,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1227,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1227,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1228,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1228,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1229,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1229,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1230,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1230,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1231,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1231,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1232,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1232,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1233,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1233,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1234,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1234,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1235,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1235,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1236,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1236,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1237,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1237,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1238,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1238,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1239,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1239,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1240,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1240,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1241,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1241,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1242,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1242,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1243,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1243,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1244,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1244,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1245,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1245,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1246,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1246,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1247,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1247,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1248,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1248,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1249,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1249,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1250,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1250,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1251,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1251,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1252,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1252,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1253,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1253,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1254,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1254,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1255,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1255,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1256,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1256,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1257,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1257,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1258,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1258,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1259,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1259,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1260,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1260,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1261,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1261,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1262,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1262,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1263,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1263,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1264,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1264,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1265,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1265,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1266,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1266,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1267,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1267,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1268,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1268,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1269,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1269,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1270,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1270,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1271,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1271,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1272,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1272,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1273,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1273,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1274,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1274,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1275,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1275,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1276,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1276,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1277,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1277,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1278,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1278,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1279,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1279,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1280,2.0996,-0.21722,0.00085,100,0.575958653158129,1
